         686669866 function calls (612528273 primitive calls) in 379.804 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      214    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:632(_is_wrapper)
      214    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:612(unwrap)
      214    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      213    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:815(null)
      212    0.000    0.000    0.050    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\colorbar.py:322(get_window_extent)
      210    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\internals\process.py:34(_load_objects)
      210    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1133(<listcomp>)
      210    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1134(<listcomp>)
      210    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1148(<listcomp>)
      209    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\cm.py:486(_check_update)
      208    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\util.py:578(__eq__)
      207    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\categorical.py:757(ordered)
      207    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      207    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      206    0.001    0.000    0.016    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:2998(from_callable)
      206    0.000    0.000    0.017    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:3252(signature)
      206    0.001    0.000    0.008    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1719(set)
      206    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\figure.py:76(<genexpr>)
      206    0.001    0.000    0.013    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:983(_update_transScale)
      206    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
      205    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexers\utils.py:382(check_key_length)
      205    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\base.py:931(__array__)
      204    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\base.py:2752(_is_all_dates)
      204    0.001    0.000    0.007    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\facets\plain\registry.py:632(get_name)
      204    0.001    0.000    0.009    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\figure.py:815(<listcomp>)
      204    0.001    0.000    0.008    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\figure.py:818(<listcomp>)
      204    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\figure.py:819(<listcomp>)
      204    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\figure.py:820(<listcomp>)
      202    0.001    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\colors.py:2747(_get_cmap)
      200    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      199    0.001    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\categorical.py:2848(__init__)
      199    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\categorical.py:2855(_validate)
      199    0.000    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\accessor.py:178(__get__)
      198    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\converters.py:30(is_multiplicative)
      197    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:66(get_annotations)
      197    0.003    0.000    0.008    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:2280(_signature_from_function)
      197    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\base.py:356(size)
      197    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\compat.py:230(fully_qualified_name)
      197    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\compat.py:241(check_upcast_type)
      197    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\compat.py:260(is_upcast_type)
      196    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:3445(__setmask__)
      196    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:1931(np_can_hold_element)
      196    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:739(get_fontproperties)
      196    0.001    0.000    0.017    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\internals\texts.py:11(_transfer_text)
      192    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\facets\plain\definitions.py:197(is_multiplicative)
      191    0.002    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\pathlib.py:56(parse_parts)
      191    0.001    0.000    0.005    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\pathlib.py:569(_parse_args)
      191    0.000    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\pathlib.py:589(_from_parts)
      191    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\pathlib.py:608(_format_parsed_parts)
      191    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\pathlib.py:621(__str__)
      191    0.000    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\pathlib.py:957(__new__)
      191    0.000    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:823(set_edgecolor)
      189    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\base.py:7223(_deprecated_arg)
      188    0.000    0.000    0.017    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\algorithms.py:315(unique)
      188    0.001    0.000    0.016    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\algorithms.py:412(unique_with_mask)
      188    0.001    0.000    0.023    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\base.py:989(unique)
      188    0.000    0.000    0.024    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\series.py:2183(unique)
  188/149    0.000    0.000    0.739    0.005 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\util.py:251(_inner)
  186/156    0.000    0.000    0.008    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\facets\plain\unit.py:39(__init__)
      186    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\multimethod\__init__.py:180(__le__)
      186    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\multimethod\__init__.py:183(__lt__)
      185    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\re.py:324(_subx)
      183    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:1074(set_label)
      183    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\figure.py:1815(<genexpr>)
      183    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      183    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x000001C411787250}
      182    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:1745(set_whitespace_chars)
   180/80    0.000    0.000    0.098    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\offsetbox.py:438(<listcomp>)
      180    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\offsetbox.py:440(<listcomp>)
      180    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\offsetbox.py:442(<listcomp>)
      180    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\offsetbox.py:447(<listcomp>)
      180    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\offsetbox.py:451(<listcomp>)
   180/80    0.003    0.000    0.102    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\offsetbox.py:427(get_extent_offsets)
      180    0.001    0.000    0.129    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backends\backend_agg.py:133(draw_path)
      180    0.125    0.001    0.128    0.001 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      178    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_api\__init__.py:172(check_getitem)
      177    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\facets\plain\registry.py:439(non_int_type)
      176    0.001    0.000    0.108    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\base.py:579(astype)
  175/151    0.001    0.000    3.086    0.020 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_api\deprecation.py:459(wrapper)
      174    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\facets\nonmultiplicative\registry.py:111(_is_multiplicative)
      174    0.002    0.000    0.031    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1172(_update_abc)
      174    0.008    0.000    1.861    0.011 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1423(format)
      174    0.021    0.000    7.787    0.045 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\cartesian.py:881(format)
      173    0.001    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\numeric.py:132(_ensure_array)
      173    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\numeric.py:181(_validate_dtype)
      173    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\numeric.py:192(_ensure_dtype)
      172    0.001    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:1788(maybe_cast_to_integer_array)
      172    0.023    0.000    0.136    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:307(_prepare_points)
      172    0.007    0.000    0.579    0.003 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:344(draw)
      172    0.006    0.000    0.006    0.000 {method 'unique' of 'pandas._libs.hashtable.StringHashTable' objects}
      171    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\blocks.py:483(convert)
      170    0.001    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\common\viewxml_utils.py:79(<dictcomp>)
      170    0.000    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\common\viewxml_utils.py:77(mk_attribs)
      168    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\masked.py:109(__init__)
      168    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\numeric.py:226(__init__)
      168    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\base.py:154(_consolidate_inplace)
      168    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:401(get_offset)
      168    0.004    0.000    0.071    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:2919(__call__)
      168    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:296(y1)
      168    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backend_bases.py:1733(<lambda>)
      168    0.002    0.000    0.073    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\colorbar.py:277(__call__)
      166    0.000    0.000    0.009    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\linecache.py:52(checkcache)
      166    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\multiarray.py:969(ravel_multi_index)
      166    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\common.py:182(<genexpr>)
      166    0.000    0.000    0.019    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\_mixins.py:210(unique)
      166    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\cbook\__init__.py:1718(sanitize_sequence)
      166    0.000    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\packaging\specifiers.py:738(<genexpr>)
      166    0.000    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\packaging\specifiers.py:929(<genexpr>)
      166    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      165    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\colors.py:3040(_translate_key)
      164    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\threading.py:264(__enter__)
      164    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\threading.py:267(__exit__)
      164    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\fromnumeric.py:861(_sort_dispatcher)
      164    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\fromnumeric.py:865(sort)
      164    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:1448(_validate_key)
      164    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:1537(<genexpr>)
      164    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:2280(<listcomp>)
      164    0.002    0.000    0.023    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:236(get_datalim)
      164    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:860(get_linewidth)
      164    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1734(<listcomp>)
      164    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1733(shared)
      163    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:973(intervaly)
      162    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:1704(mask_or)
      162    0.001    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:8204(asarray)
      162    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\__init__.py:218(wrapper)
      162    0.001    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\cbook\__init__.py:528(_get_data_path)
      162    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:386(size)
      162    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:2299(__init__)
      160    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\colors.py:1101(__init__)
      160    0.001    0.000    0.081    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\string_.py:422(astype)
      160    0.001    0.000    0.074    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\construction.py:423(dict_to_mgr)
      160    0.001    0.000    0.018    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:302(get_window_extent)
      160    0.000    0.000    0.005    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\cm.py:423(set_cmap)
      160    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\cm.py:437(set_norm)
      159    0.001    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\construction.py:481(<listcomp>)
      159    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\construction.py:482(<listcomp>)
      159    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pint\util.py:459(__init__)
      158    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1008(minposy)
      158    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:4031(<genexpr>)
      157    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:3970(<genexpr>)
      157    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\figure.py:155(update)
      156    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:938(x0)
      156    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:943(y0)
      156    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:948(x1)
      156    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:953(y1)
      156    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1677(__init__)
      156    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1686(_init)
      156    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2154(__init__)
      156    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\figure.py:88(add)
      156    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\figure.py:116(__contains__)
      156    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:221(__init__)
      156    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:234(set_prop_cycle)
      156    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:1072(set_axes_locator)
      156    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:2224(_unit_change_handler)
      156    0.003    0.000    0.131    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:653(__init__)
      156    0.001    0.000    0.486    0.003 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:917(set_clip_path)
      156    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\figure.py:970(<genexpr>)
      156    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
      155    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:566(_maybe_promote_cached)
      154    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\fromnumeric.py:1764(_ravel_dispatcher)
      154    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\fromnumeric.py:1768(ravel)
      154    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:1915(recurse)
      154    0.002    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\gridspec.py:452(_get_subplot_spec)
      154    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\gridspec.py:709(<genexpr>)
      154    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\gridspec.py:710(<genexpr>)
      154    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\gridspec.py:1175(<genexpr>)
      153    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\numeric.py:1855(isscalar)
      153    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\cbook\__init__.py:866(join)
      153    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\util.py:119(clear)
      153    0.000    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:1013(reset_cache)
      152    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\common.py:887(is_datetime64_any_dtype)
      152    0.001    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:1016(soft_convert_objects)
      152    0.000    0.000    0.019    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\base.py:1409(_reduce)
      152    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\compat\numpy\function.py:416(validate_minmax_axis)
      152    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:356(_wrap_results)
      152    0.000    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\_mixins.py:354(_wrap_reduction_result)
      152    0.000    0.000    0.007    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\blocks.py:129(newfunc)
      152    0.001    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\blocks.py:2047(convert)
      152    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:1964(__eq__)
      152    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:3986(<genexpr>)
      152    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\view\visitors.py:124(merge_text)
      152    0.000    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\colors.py:2992(__getitem__)
      152    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\colors.py:3015(_translate_deprecated)
      152    0.001    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\colors.py:3068(_get_item)
      151    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:919(_maybe_infer_dtype_type)
      151    0.003    0.000    0.020    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:3769(set_ylim)
      151    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:2508(get_minpos)
      151    0.002    0.000    0.002    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\process_nodes\sink.py:381(get_upstream_node_name)
      150    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:783(is_string_or_list_of_strings)
      150    0.000    0.000    0.011    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\missing.py:689(remove_na_arraylike)
      150    0.000    0.000    0.031    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\base.py:1005(nunique)
